,latitude,longitude,discovery_month,fire_size
219,33.55983163,-84.47725968,11,6.0
220,32.45075,-82.61933333,12,0.8
221,41.85472222,-77.70888889,4,2.4
222,31.55336502,-90.38181672,11,5.0
223,39.36265359,-93.44782284,4,2.0
224,34.95,-79.55,11,1.0
225,35.5773,-106.3884,1,1.0
226,32.44944,-95.28609,8,1.0
227,37.73305556,-91.075,3,46.4
228,36.7539,-84.7225,3,3.0
229,43.3214,-101.0335,4,1.0
230,30.3595,-84.8169,6,1.0
231,44.52463094,-88.99604272,4,3.8
232,27.0042,-80.3196,7,76.0
233,42.65472566,-77.7045713,4,1.64
234,29.94,-93.66566,12,1400.0
235,31.56061498,-96.29158335,2,5.0
236,47.95055556,-115.6347222,8,510.0
237,34.197,-103.532,3,30.0
238,34.9817,-79.295,3,25.0
239,35.9228,-95.0381,8,6.0
240,46.32555556,-115.5211111,8,288.0
241,36.0107,-80.650283,1,1.0
242,44.52476,-123.32556,8,1.0
243,34.47177707,-84.59156750000001,11,2.58
244,35.89480001,-94.69501001,12,14.0
245,47.9739,-101.8572,8,3.0
246,27.52,-81.88,1,2.0
247,34.0047,-94.5047,10,5.0
248,28.89555998,-97.22999998,2,300.0
249,37.87450077,-82.18528731,3,21.0
250,18.085781,-66.990143,3,6.0
251,30.54395234,-88.4540867,2,15.0
252,31.171103,-90.388669,3,6.0
253,36.39874,-80.0059,12,1.0
254,30.823796,-96.380568,8,10.0
255,34.30833333,-111.9583333,8,400.0
256,48.84519561,-96.59908638,4,800.0
257,39.6028,-112.32612,6,563.0
258,34.16972836,-84.68370595,5,18.59
259,47.9917,-98.9087,4,4.0
260,33.4147,-80.0928,3,2.0
261,35.34527778,-82.63527778,5,5.0
262,34.8834,-109.034,3,15.0
263,21.4486752,-158.0296021,4,2.0
264,32.98789983,-98.63562799,6,15.0
265,30.65760469,-88.92569585,1,10.0
266,43.255,-100.8376,5,3.0
267,36.568867,-119.481683,12,1.0
268,34.0804861,-83.86163681,1,13.0
269,45.0917,-100.4587,4,168.3
270,30.59435,-97.7886,2,3.0
271,33.6553,-79.8192,12,2.0
272,46.347297,-94.317311,4,2.0
273,18.248112,-67.01244399999999,1,1.0
274,33.50411,-116.3795,10,1.3
275,35.7217,-83.5533,11,6.0
276,31.359876,-89.39684914,2,1.0
277,45.28217824,-88.82622296,8,1.8
278,34.775,-88.4511,5,25.0
279,31.10221999,-93.93528001,4,109.0
280,32.1151,-81.7517,2,3.6
281,36.92028,-83.96651,10,1.0
282,37.838889,-120.50748,7,6.0
283,33.75,-80.2,9,1.0
284,34.11264952,-88.55461438,10,30.0
285,31.86916999,-94.40139002,6,3.0
286,33.7556,-109.6509,6,5.2
287,32.1567,-95.54642,2,20.0
288,37.17117,-93.16324,11,1.0
289,42.1167,-96.367,4,23.0
290,39.4555,-109.9757,8,3.0
291,31.0201,-82.23888889,4,29.0
292,33.75914165,-85.14282755,6,1.05
293,46.81194444,-115.34416670000002,8,3.0
294,31.6067,-89.965,2,30.0
295,28.84314273,-98.72458693,3,5.0
296,33.16215,-94.94499,2,1.0
297,39.28266823,-80.58605765,4,1.0
298,33.559897,-86.926153,2,20.0
299,32.76585201,-84.0409446,2,2.8
300,30.58161,-88.28403,2,25.0
301,33.535242,-96.2883,5,80.0
302,32.85305555,-116.885,7,5.0
303,33.0586,-84.3617,2,11.57
304,34.8217,-77.3583,8,4.0
305,36.88201001,-83.87012999,11,15.0
306,43.24158503,-73.398691,4,0.97
307,31.75838998,-95.53345001,3,3.0
308,39.951177,-122.200397,5,8.0
309,37.11305555,-120.3469444,1,2.0
310,29.1,-81.15,7,5.0
311,34.9197,-88.3239,3,2.0
312,35.92829376,-119.3128859,6,3.0
313,46.1525,-100.6915,5,1.0
314,34.73229999,-95.29599771,9,5.0
315,34.82717,-95.255,2,85.0
316,29.320529,-97.141457,3,1.0
317,35.675633000000005,-120.347045,6,0.86
318,37.7073881,-81.73046153,5,9.0
319,34.4816,-85.1115,4,9.77
320,33.11641583,-83.40968181,4,41.28
321,38.3936,-82.8272,11,50.0
322,45.87667,-117.605,8,20.0
323,48.8525,-99.685,10,4.5
324,32.1841,-83.3691,2,2.93
325,31.8417217,-95.0212296,6,1.0
326,33.675,-79.225,7,20.0
327,31.39087999,-93.90881998,5,1.0
328,30.524226,-87.522374,4,2.0
329,37.39291,-82.70699,9,5.0
330,31.1042,-83.4365,2,1.53
331,35.0383,-80.555,8,3.0
332,48.55069065,-96.49491161,4,270.0
333,38.10122629,-82.52840463,11,10.0
334,36.31825,-83.74987,1,40.0
335,33.31781504,-98.5987667,7,2.0
336,37.7697,-83.6672,2,50.0
337,32.70020924,-83.66788463,3,4.5
338,35.6845,-106.5517,7,2.0
339,34.825534999999995,-101.027527,8,250.0
340,31.957697,-97.94363,7,10.0
341,32.9559005,-87.2862652,10,15.0
342,33.0331,-86.7289,9,25.0
343,34.93982412,-88.70155732,3,1.0
344,33.77555556,-108.8855556,11,2.0
345,27.48,-81.3,4,1.0
346,26.24378,-81.17459000000001,12,69.0
347,31.7893,-81.6331,3,1.53
348,30.23542,-94.31042002,6,1.0
349,43.2319,-102.5316,3,94.0
350,33.60833333,-79.85833333,1,2.0
351,32.73962,-93.95191,3,0.52
352,46.07944444,-117.4258333,8,5.6
353,30.18590914,-98.07688903,7,2.0
354,28.3,-81.67,12,30.0
355,33.145447999999995,-86.70158,2,1.0
356,29.460590000000003,-98.03959,1,1.5
357,35.6995,-80.25333333,4,1.0
358,26.1748,-80.8037,7,40.0
359,31.49792,-94.11875,10,45.0
360,46.49912396,-87.45859711,4,1.0
361,32.37227778,-83.84344444,8,4.89
362,37.37890002,-83.44139997,3,33.0
363,40.90420022,-72.6212281,4,1.0
364,34.6242,-92.3533,7,1.0
365,29.8,-83.34,8,10.0
366,47.86282456,-94.78310872,4,14.0
367,36.0,-81.35,2,1.0
368,42.9808,-108.4483,4,4.2
369,31.1505289,-91.04434619,3,25.0
370,29.43,-82.66,6,3.0
371,47.9833,-98.9369,8,2.0
372,34.6536,-88.4886,3,63.0
373,42.59845,-96.59732,2,1.0
374,32.37180688,-109.6627996,5,1.5
375,33.375966,-94.0749083,9,1.0
376,34.29633334,-95.40200001,10,3.0
377,38.86861111,-79.36194444,4,2.2
378,35.90638889,-106.6447222,8,1.0
379,32.52252,-81.1693,9,5.0
380,31.68958001,-95.62292001,8,1.0
381,31.4205505,-100.3253369,12,6.0
382,35.12,-77.83833333,4,2.0
383,30.085420000000003,-97.29375,3,50.0
384,37.10551834,-82.8234024,12,1.0
385,42.2017,-96.5558,3,470.0
386,33.384153000000005,-96.092262,11,0.75
387,38.44611111,-120.7330556,7,2.0
388,43.24996,-86.21559,4,15.0
389,34.67888889,-85.30972222,4,8.71
390,31.36263391,-82.89835757,10,9.95
391,30.93109,-100.535545,5,30.0
392,30.6553,-87.64,2,10.0
393,31.998438,-87.323307,3,1.0
394,37.32388888,-120.55,5,1.0
395,31.1773011,-88.51974019,1,60.0
396,48.8655,-99.8528,4,4.9
397,31.28722247,-89.46659843,11,2.0
398,31.437346999999995,-94.804238,8,1.0
399,44.83029129999999,-88.05570118,5,8.57
400,41.40636,-102.966,7,10.0
401,41.2352,-116.7362,7,32.4
402,33.73007,-88.23666,3,4.0
403,33.5122,-89.8317,9,1.0
404,37.4492,-84.5664,5,25.0
405,32.67292,-95.01875,9,2.0
406,35.595,-81.5583,3,1.0
407,34.41000001,-95.91016668,6,15.0
408,33.086456,-80.313683,4,10.0
409,32.60208,-94.08125,1,9.0
410,32.955,-81.9297,5,13.83
411,31.1489,-90.3086,10,10.0
412,37.41014998,-83.95702998,3,3.0
413,33.180876,-85.48948399999999,9,8.0
414,33.3444,-90.4514,11,4.0
415,31.6581,-92.0675,11,3.0
416,30.4119,-88.4478,10,2.0
417,31.996263,-90.324272,10,1.0
418,32.9903,-90.0897,11,4.0
419,39.936181,-122.09345,8,1.0
420,34.9613,-84.324,5,0.51
421,35.7239,-94.5942,11,1.0
422,33.5875,-81.6375,4,3.0
423,34.5844,-85.2578,9,4.0
424,34.8,-102.24,7,656.0
425,34.72191,-92.44093,8,3.0
426,30.10221999,-101.1058,3,1.0
427,31.5161,-84.6975,8,0.8
428,47.43382649,-92.9445417,4,8.0
429,31.16457938,-89.31435082,1,1.0
430,35.31251303,-112.1896473,8,2.5
431,46.4764,-108.6832,11,25.0
432,33.686855,-98.74498,6,100.0
433,42.9155723,-71.06653879999999,4,1.0
434,33.218453000000004,-86.302327,11,15.0
435,28.96,-81.14,8,1.0
436,37.265,-120.18805559999998,7,1.0
437,35.3333,-77.5333,4,2.0
438,35.3567,-85.5367,10,5.0
439,37.10174179,-83.29543304,4,15.0
440,42.35957122,-74.0207546,4,2.0
441,38.886764,-123.16392,10,3.0
442,37.95,-120.4211111,10,2.0
443,33.667759999999994,-97.00825,11,5.0
444,47.9825,-99.0073,4,1.0
445,35.36848333,-77.94196666,3,1.0
446,37.4961,-83.3867,4,10.0
447,48.198,-98.428,4,72.0
448,31.6865,-81.7947,2,1.01
449,34.9783,-78.9183,5,1.0
450,43.09385093,-108.38107240000002,5,1.0
451,41.10777093,-74.06471522,3,1.02
452,34.194336,-89.932994,3,10.0
453,40.12194444,-122.5838889,6,1.0
454,31.06063,-98.36158001,9,1.0
455,37.21778,-87.73299,3,10.0
456,33.325,-79.4875,3,6.0
457,29.9604,-93.665,8,1.0
458,31.45626247,-82.52083459999999,10,15.28
459,31.078536,-88.031317,12,1.0
460,18.360287,-67.23719,2,3.0
461,32.526862,-94.596785,9,3.0
462,46.38,-120.337,6,1.5
463,32.7566986,-108.0360031,11,1.0
464,47.9783,-99.0225,4,1.0
465,32.7125,-80.3542,3,7.0
466,31.533,-84.1159,5,1.18
467,39.29277999,-75.23615001,3,2.0
468,36.4517,-83.0183,4,5.0
469,30.72657,-90.78133,2,6.8
470,41.81416667,-123.35833329999998,6,1.0
471,34.4644,-85.3808,3,3.9
472,32.7625,-89.8994,1,8.0
473,30.69583116,-89.66407181,2,10.0
474,34.33805556,-117.7088889,7,0.6
475,33.323732,-97.561696,4,1.0
476,31.67722,-94.51861,9,7.0
477,33.5833,-80.3667,7,2.0
478,32.9263,-96.15948,8,30.0
479,31.515,-81.3746,9,0.55
480,33.37665999,-98.77128999,7,1.0
481,32.473656,-94.586494,9,1.0
482,35.06555556,-112.0052778,5,1.0
483,17.989458,-66.518951,4,5.0
484,31.111340500000004,-89.59378043,10,4.0
485,28.65,-81.52,5,20.0
486,34.383334999999995,-80.966667,7,3.8
487,48.6667,-112.4176,5,5.0
488,31.99226755,-83.44929961,3,4.93
489,32.84417763,-84.40365152,4,2.45
490,33.57438001,-91.66145997,1,31.0
491,32.6639,-82.5606,12,1.1
492,33.15833333,-80.12083333,8,2.0
493,35.0374,-81.37038000000001,3,1.0
494,44.69583,-122.72389,8,1.68
495,34.268829,-80.796585,3,6.2
496,42.120559,-77.92195699999999,4,8.0
497,34.1075,-85.6925,11,4.0
498,36.00011999,-79.25434999,2,2.3
499,30.06666667,-84.61666667,3,10.0
500,32.88416667,-108.21833329999998,7,0.7
501,31.27108084,-81.46903512,6,2.2
502,29.16778,-82.58111,9,1.0
503,31.86336485,-97.38262044,6,1.0
504,34.51570968,-83.35523917,4,0.75
505,45.66111111,-120.9672222,4,5.0
506,34.26686,-85.74785200000001,3,3.0
507,33.798132,-87.29437,3,9.0
508,40.62478,-118.22181,7,1.0
509,44.29277778,-111.2758333,9,1.0
510,33.08247,-85.86102,5,12.0
511,40.57239532,-101.9798584,6,2.0
512,32.6807,-81.6465,9,4.5
513,30.726895000000003,-88.352533,9,2.0
514,30.30944,-82.14166,3,1.0
515,39.65792885,-107.042258,5,200.0
516,31.121967,-88.23605400000001,1,1.0
517,35.44,-79.55666,3,1.0
518,30.91875,-93.61875,10,12.0
519,38.73519239,-81.56167083,3,2.0
520,33.23,-90.1247,3,18.0
521,18.054182,-66.965096,3,2.0
522,29.83667,-85.20165997,6,1.5
523,30.68542,-95.52708,2,3.0
524,33.009374,-85.826621,3,1.0
525,35.0192,-96.6255,3,29.0
526,30.65509,-87.65701,12,35.0
527,30.12,-81.79,4,7.0
528,38.79,-95.83,4,5.0
529,33.264126,-87.72513000000001,3,4.0
530,32.7031,-86.1369,1,6.5
531,34.98655,-77.31756667,6,42.0
532,32.369469,-85.858073,4,38.0
533,36.75,-119.52,9,20.0
534,42.4625,-123.31694,8,2.1
535,35.835,-82.605,2,3.0
536,41.49352744,-74.01831461,3,0.88
537,32.4592,-87.7714,9,5.0
538,47.8686,-95.0864,3,1.0
539,38.7425,-93.93444444,3,300.0
540,27.4792,-80.7525,4,1.0
541,28.84,-81.11,6,78.0
542,35.7242,-94.5592,11,3.0
543,44.345,-115.7677778,7,1.19
544,36.50423471,-93.73689153,3,5.0
545,33.03691667,-83.31219444,10,1.0
546,46.350745,-94.185656,5,1.0
547,35.74901666,-81.03288333,3,3.0
548,34.2471,-93.54496,7,34.0
549,34.825,-76.87333333,4,2.0
550,30.690890000000003,-98.25466,1,50.0
551,31.81618022,-81.23983704,3,3.21
552,26.49373,-98.8915,8,5.0
553,34.3445,-85.462,12,1.65
554,33.845559,-102.599688,7,10.0
555,31.6769881,-89.8169897,10,1.0
556,32.3038501,-95.7708786,4,1.0
557,31.5,-92.35,10,4.0
558,30.6758,-83.6773,1,2.35
559,46.35642,-122.65975,9,1.0
560,32.85221997,-94.60610999,10,2.0
561,32.0128,-83.6124,1,0.85
562,37.03111111,-119.4288889,8,4.0
563,30.626990000000003,-92.91934,7,3.0
564,36.27722222,-82.135,9,33.0
565,32.62693511,-89.99720688,7,8.0
566,31.18938333,-95.61306667,4,10.0
567,29.246440000000003,-99.74059,2,2.0
568,30.60932,-93.44058,2,64.3
569,34.25915,-79.03584000000001,6,2.0
570,34.5833,-83.1333,2,7.0
571,48.50056,-117.27019,9,1.5
572,33.65,-79.8,11,1.1
573,36.40417001,-79.03412001,3,0.8
574,32.51746278,-83.65395442,12,1.2
575,33.525,-79.325,2,6.0
576,32.08419,-85.112963,3,60.0
577,37.749576,-121.91901,6,1.0
578,31.72820457,-99.12827299,10,1.0
579,34.161987,-87.31201,1,30.0
580,29.99778,-94.36723002,7,145.0
581,43.72460001,-89.19803116,4,1.65
582,41.81875574,-74.41334666,5,4.0
583,41.32919221,-74.18803879999999,8,2.0
584,31.046640000000004,-87.86092,2,1.5
585,34.46472,-82.59054997,2,7.0
586,36.45388888,-121.8111111,10,1.0
587,41.89322313,-74.11896046,3,1.5
588,26.273849600000005,-98.1519837,1,1.0
589,43.14277,-116.07345,6,12.1
590,37.0197,-85.2303,2,2.0
591,34.6317,-79.2783,3,9.0
592,35.265,-88.19434,3,7.0
593,18.332642,-67.018456,2,3.0
594,30.95962029,-84.00438554,4,0.53
595,31.92045542,-110.96774840000002,11,25.0
596,32.61886002,-95.16983,2,6.0
597,35.25564,-109.02519,5,1.0
598,30.716628000000004,-89.456707,2,25.0
599,39.15,-95.1,3,30.0
600,36.89429998,-105.1728,6,1.5
601,31.99,-95.72,5,1.0
602,37.0502316,-90.28719179,3,4.0
603,36.23638889,-121.4586111,10,5.0
604,35.4125,-119.7908,6,4.0
605,30.8883,-87.7764,6,2.0
606,34.51807952,-88.48278853,11,1.0
607,33.4356,-81.7403,3,13.5
608,39.49527778,-121.12583329999998,5,15.0
609,34.0,-82.1167,4,1.0
610,29.86305556,-93.45638889,12,2.0
611,29.82860999,-97.89777998,1,27.0
612,44.760028000000005,-68.827528,2,0.75
613,34.35624487,-89.74125852,2,65.0
614,41.0332,-123.6512,10,4.0
615,18.118147,-67.01245899999999,2,1.0
616,34.6354,-83.7002,3,4.03
617,32.1972,-91.7411,9,3.0
618,35.3117,-82.6183,4,1.0
619,32.6306,-80.7819,5,10.0
620,40.82240154,-72.975659,4,2.5
621,30.6826327,-88.57432712,10,2.0
622,39.3375,-75.06667,4,2.0
623,34.275,-80.3208,3,1.0
624,47.9733,-95.2519,4,1.0
625,33.12555833,-84.19145,12,4.0
626,39.29333,-88.368889,3,1.0
627,47.25583,-107.15017,5,2.0
628,27.04,-82.25,6,20.0
629,41.83333333,-121.5,5,1.5
630,45.5275,-106.9812,3,0.8
631,35.39111,-82.39988000000001,11,2.0
632,38.4443,-83.2043,3,6.0
633,46.6617,-108.5317,7,1600.0
634,33.4354,-83.3383,7,4.9
635,44.0,-70.25,5,3.0
636,41.6908,-116.4258,8,18.0
637,33.572763,-100.844193,1,2.0
638,42.489253000000005,-95.668652,5,1.0
639,31.94375,-95.34375,9,1.0
640,47.34027778,-114.74666670000002,5,160.0
641,39.44166667,-82.28555556,3,1.0
642,36.86638889,-84.49083333,4,1.0
643,33.63432,-81.31126,11,1.0
644,32.2014,-83.7933,1,12.1
645,37.42258267,-113.96494579999998,8,54.0
646,34.2722222,-111.035556,9,3.0
647,36.05823,-119.49154,8,1.5
648,35.3947,-92.8079,2,20.0
649,34.48,-80.04195001,12,2.0
650,44.72620002,-97.82559997,7,400.0
651,44.518133,-92.387214,4,9.0
652,36.80138889,-84.23555556,10,959.0
653,32.7809,-114.6902,7,1.0
654,39.83333333,-98.83333333,10,1500.0
655,31.2408,-81.4975,6,1.0
656,30.22291999,-94.89375001,8,5.0
657,34.3806703,-85.34245250000001,2,42.14
658,40.20805555,-121.715,7,0.8
659,32.2994,-92.4753,4,5.0
660,43.0333,-106.6673,8,2.0
661,31.28657477,-89.76181109999999,5,1.0
662,31.9167,-111.849,10,1.0
663,33.75833333,-79.57916667,11,5.0
664,32.364303,-97.077942,12,2.0
665,43.175,-103.975,10,75.0
666,32.043240000000004,-99.13592,4,1.0
667,30.9615104,-95.7084476,1,1.25
668,32.4415,-84.1977,3,2.81
669,38.43375043,-82.33221452,4,1.0
670,66.9106,-153.675,7,5.0
671,34.64395,-92.18399,6,135.0
672,34.83369773,-95.2785036,10,2.0
673,33.95833333,-79.27916667,1,40.0
674,34.245,-117.4261111,6,1.0
675,30.34563998,-96.75862998,12,2.0
676,45.18722222,-116.3205556,7,0.8
677,31.800294,-99.092984,4,1.0
678,32.77818998,-100.2011,7,5.0
679,35.4711,-85.68733,11,6.0
680,34.380043,-87.995841,3,27.0
681,31.61240024,-83.50568558,5,2.37
682,34.3267,-83.1049,4,3.12
683,32.8178,-81.7269,4,1.95
684,46.57666667,-115.4566667,8,8.0
685,39.43448578,-80.97662087,3,11.0
686,31.95005069,-84.1461696,3,1.83
687,35.8917,-85.2233,4,5.0
688,34.41611111,-119.3708333,9,4.0
689,32.40786002,-99.88602997,4,4.0
690,32.02687,-98.4641,8,1.5
691,34.51667001,-82.15,9,4.0
692,32.44594154,-84.29939461,3,7.88
693,32.461069,-95.2172255,5,3.0
694,17.993565,-66.386131,2,5.0
695,33.92163022,-89.94962868,3,1.0
696,35.80004,-81.50822,2,2.0
697,42.8848,-116.10859,8,5.0
698,47.9669,-98.8708,6,1.0
699,30.34521465,-89.78406509,6,40.0
700,34.8366667,-92.7663889,3,1.0
701,32.965357,-86.3111,10,7.0
702,31.89609189,-111.3955268,6,40.0
703,33.67008533,-98.46686504,1,5.0
704,34.5155,-83.9707,3,0.62
705,34.6303,-88.4333,11,60.0
